Dimension,K,Mean_Degree,CV_Degree
89,30,30.42,0.0066
89,31,30.2,0.0071
89,32,30.09,0.0081
89,33,29.89,0.0089
89,34,29.61,0.0081
89,35,29.32,0.0068
89,36,29.11,0.0101
89,37,28.83,0.0081
89,38,28.52,0.006
89,39,28.2,0.0057
89,40,28.01,0.0076
89,41,27.75,0.0068
89,42,27.36,0.0071
89,43,27.06,0.0092
89,44,26.81,0.0078
89,45,26.55,0.0059
89,46,26.21,0.0071
89,47,25.82,0.007
89,48,25.65,0.0081
89,49,25.37,0.0093
90,1,1.79,0.02
90,2,3.56,0.0213
90,3,5.4,0.0
90,4,7.2,0.0
90,5,9.0,0.0
90,6,10.8,0.0
90,7,12.6,0.0006
90,8,14.39,0.001
90,9,16.16,0.0022
90,10,17.9,0.0024
90,11,19.58,0.0027
90,12,21.2,0.0033
90,13,22.61,0.0055
90,14,23.98,0.0057
90,15,25.21,0.0054
90,16,26.29,0.0055
90,17,27.22,0.007
90,18,28.04,0.0087
90,19,28.68,0.006
90,20,29.21,0.0057
90,21,29.74,0.0076
90,22,30.08,0.0071
90,23,30.28,0.0077
90,24,30.45,0.0072
90,25,30.71,0.0077
90,26,30.69,0.0094
90,27,30.58,0.0088
90,28,30.61,0.0094
90,29,30.44,0.0072
90,30,30.38,0.0096
90,31,30.21,0.0072
90,32,30.07,0.0073
90,33,29.84,0.0078
90,34,29.71,0.0077
90,35,29.4,0.0084
90,36,29.11,0.0094
90,37,28.87,0.008
90,38,28.66,0.0092
90,39,28.35,0.0051
90,40,27.9,0.0069
90,41,27.72,0.0078
90,42,27.42,0.0081
90,43,27.09,0.0093
90,44,26.82,0.0074
90,45,26.47,0.0065
90,46,26.27,0.0071
90,47,25.94,0.0066
90,48,25.69,0.0056
90,49,25.41,0.0087
91,1,1.79,0.0279
91,2,3.58,0.0118
91,3,5.4,0.0
91,4,7.2,0.0
91,5,9.0,0.0
91,6,10.8,0.0
91,7,12.6,0.0004
91,8,14.39,0.0008
91,9,16.15,0.0017
91,10,17.9,0.0027
91,11,19.57,0.0044
91,12,21.14,0.0056
91,13,22.65,0.0068
91,14,24.02,0.0052
91,15,25.19,0.0065
91,16,26.28,0.0063
91,17,27.25,0.0065
91,18,28.05,0.0068
91,19,28.67,0.0059
91,20,29.24,0.0077
91,21,29.8,0.0079
91,22,30.12,0.0067
91,23,30.35,0.0082
91,24,30.46,0.008
91,25,30.6,0.0064
91,26,30.72,0.0097
91,27,30.7,0.0095
91,28,30.7,0.0114
91,29,30.47,0.0079
91,30,30.45,0.0077
91,31,30.29,0.0084
91,32,30.07,0.0093
91,33,29.86,0.006
91,34,29.62,0.0088
91,35,29.41,0.0076
91,36,29.17,0.008
91,37,28.86,0.008
91,38,28.55,0.0088
91,39,28.34,0.0084
91,40,27.96,0.0074
91,41,27.76,0.0079
91,42,27.44,0.0076
91,43,27.12,0.009
91,44,26.83,0.0081
91,45,26.54,0.0078
91,46,26.23,0.0068
91,47,25.97,0.0059
91,48,25.65,0.0077
91,49,25.43,0.0075
92,1,1.79,0.02
92,2,3.57,0.0128
92,3,5.4,0.0
92,4,7.2,0.0
92,5,9.0,0.0
92,6,10.8,0.0
92,7,12.6,0.0
92,8,14.39,0.0008
92,9,16.17,0.0016
92,10,17.91,0.0019
92,11,19.56,0.0034
92,12,21.17,0.0047
92,13,22.62,0.0043
92,14,24.01,0.0061
92,15,25.23,0.0059
92,16,26.29,0.0062
92,17,27.25,0.0065
92,18,28.06,0.0068
92,19,28.76,0.0098
92,20,29.31,0.0087
92,21,29.77,0.0077
92,22,30.14,0.0069
92,23,30.41,0.0067
92,24,30.58,0.0085
92,25,30.66,0.008
92,26,30.69,0.0082
92,27,30.75,0.0083
92,28,30.69,0.0078
92,29,30.63,0.007
92,30,30.41,0.007
92,31,30.25,0.0078
92,32,30.12,0.0077
92,33,29.85,0.0069
92,34,29.6,0.0072
92,35,29.46,0.0064
92,36,29.11,0.0074
92,37,28.87,0.0062
92,38,28.58,0.0069
92,39,28.32,0.0072
92,40,28.11,0.0082
92,41,27.73,0.0082
92,42,27.42,0.0089
92,43,27.19,0.0079
92,44,26.85,0.0084
92,45,26.53,0.0073
92,46,26.26,0.0067
92,47,25.97,0.0054
92,48,25.7,0.0076
92,49,25.36,0.0074
93,1,1.79,0.0279
93,2,3.57,0.0147
93,3,5.4,0.0
93,4,7.2,0.0
93,5,9.0,0.0
93,6,10.8,0.0006
93,7,12.6,0.0006
93,8,14.39,0.001
93,9,16.17,0.0017
93,10,17.91,0.002
93,11,19.57,0.0049
93,12,21.15,0.0052
93,13,22.65,0.0047
93,14,23.98,0.0061
93,15,25.2,0.0059
93,16,26.29,0.0074
93,17,27.24,0.0061
93,18,28.05,0.0064
93,19,28.78,0.0098
93,20,29.29,0.0073
93,21,29.75,0.0087
93,22,30.08,0.0077
93,23,30.34,0.0079
93,24,30.52,0.0077
93,25,30.73,0.0067
93,26,30.66,0.0072
93,27,30.73,0.0066
93,28,30.64,0.0085
93,29,30.55,0.0081
93,30,30.46,0.0081
93,31,30.29,0.008
93,32,30.06,0.0088
93,33,29.88,0.009
93,34,29.64,0.007
93,35,29.46,0.0062
93,36,29.21,0.0061
93,37,28.87,0.0089
93,38,28.66,0.0078
93,39,28.29,0.0083
93,40,28.16,0.0078
93,41,27.77,0.007
93,42,27.43,0.0056
93,43,27.15,0.0079
93,44,26.91,0.0064
93,45,26.55,0.0066
93,46,26.24,0.0074
93,47,26.01,0.0085
93,48,25.72,0.0069
93,49,25.44,0.007
94,1,1.78,0.0337
94,2,3.56,0.02
94,3,5.4,0.0
94,4,7.2,0.0
94,5,9.0,0.0
94,6,10.8,0.0
94,7,12.6,0.0
94,8,14.38,0.0041
94,9,16.17,0.0018
94,10,17.91,0.0028
94,11,19.6,0.0029
94,12,21.2,0.0046
94,13,22.66,0.0051
94,14,24.02,0.0043
94,15,25.18,0.0066
94,16,26.34,0.0065
94,17,27.26,0.0051
94,18,28.12,0.007
94,19,28.75,0.0067
94,20,29.31,0.0079
94,21,29.73,0.0064
94,22,30.1,0.0077
94,23,30.42,0.009
94,24,30.57,0.0082
94,25,30.67,0.0091
94,26,30.75,0.0061
94,27,30.77,0.0077
94,28,30.73,0.0082
94,29,30.59,0.0086
94,30,30.46,0.0071
94,31,30.3,0.0099
94,32,30.12,0.0074
94,33,29.91,0.0055
94,34,29.73,0.0077
94,35,29.47,0.0083
94,36,29.24,0.0073
94,37,28.93,0.0067
94,38,28.66,0.0071
94,39,28.37,0.0068
94,40,28.05,0.0076
94,41,27.83,0.0095
94,42,27.52,0.0073
94,43,27.17,0.0098
94,44,26.91,0.0076
94,45,26.6,0.0084
94,46,26.26,0.0066
94,47,25.95,0.0075
94,48,25.76,0.0066
94,49,25.47,0.0074
95,1,1.79,0.02
95,2,3.57,0.0151
95,3,5.4,0.0
95,4,7.2,0.0
95,5,9.0,0.0
95,6,10.8,0.0
95,7,12.6,0.0004
95,8,14.39,0.001
95,9,16.17,0.0022
95,10,17.91,0.0027
95,11,19.56,0.0032
95,12,21.2,0.0031
95,13,22.67,0.0051
95,14,24.02,0.0054
95,15,25.25,0.0071
95,16,26.36,0.0061
95,17,27.28,0.0065
95,18,28.1,0.0081
95,19,28.8,0.0057
95,20,29.34,0.007
95,21,29.82,0.0081
95,22,30.19,0.008
95,23,30.37,0.0095
95,24,30.59,0.0094
95,25,30.67,0.0093
95,26,30.78,0.0084
95,27,30.8,0.0082
95,28,30.75,0.0074
95,29,30.67,0.0077
95,30,30.47,0.007
95,31,30.35,0.0093
95,32,30.14,0.0075
95,33,29.95,0.0058
95,34,29.7,0.0084
95,35,29.51,0.0081
95,36,29.18,0.0072
95,37,28.95,0.0097
95,38,28.7,0.0071
95,39,28.35,0.0065
95,40,28.06,0.0072
95,41,27.85,0.0079
95,42,27.53,0.0071
95,43,27.24,0.0075
95,44,26.96,0.0076
95,45,26.66,0.0078
95,46,26.35,0.0075
95,47,25.96,0.0085
95,48,25.69,0.0061
95,49,25.43,0.0078
96,1,1.78,0.0337
96,2,3.56,0.0173
96,3,5.4,0.0
96,4,7.2,0.0
96,5,9.0,0.0
96,6,10.8,0.0
96,7,12.6,0.0006
96,8,14.39,0.0008
96,9,16.16,0.0019
96,10,17.91,0.0022
96,11,19.6,0.0028
96,12,21.17,0.0038
96,13,22.66,0.0045
96,14,24.03,0.0058
96,15,25.31,0.0068
96,16,26.35,0.0066
96,17,27.27,0.0071
96,18,28.04,0.0083
96,19,28.82,0.0059
96,20,29.33,0.0091
96,21,29.83,0.0071
96,22,30.19,0.0066
96,23,30.38,0.0079
96,24,30.64,0.0085
96,25,30.74,0.007
96,26,30.71,0.0079
96,27,30.8,0.0093
96,28,30.69,0.0099
96,29,30.65,0.0098
96,30,30.48,0.0104
96,31,30.37,0.0072
96,32,30.21,0.0094
96,33,30.01,0.01
96,34,29.82,0.0071
96,35,29.44,0.0081
96,36,29.24,0.0083
96,37,28.99,0.0086
96,38,28.62,0.0075
96,39,28.34,0.0082
96,40,28.08,0.0084
96,41,27.79,0.0081
96,42,27.45,0.0058
96,43,27.19,0.0086
96,44,26.96,0.0077
96,45,26.62,0.0075
96,46,26.31,0.0071
96,47,26.03,0.0063
96,48,25.71,0.0075
96,49,25.39,0.0067
97,1,1.79,0.0279
97,2,3.57,0.0151
97,3,5.4,0.0
97,4,7.2,0.0
97,5,9.0,0.0
97,6,10.8,0.0
97,7,12.6,0.0006
97,8,14.39,0.0011
97,9,16.16,0.0038
97,10,17.88,0.0056
97,11,19.61,0.0021
97,12,21.19,0.0032
97,13,22.69,0.0049
97,14,24.04,0.0057
97,15,25.29,0.0057
97,16,26.36,0.0059
97,17,27.25,0.0069
97,18,28.16,0.0064
97,19,28.79,0.0082
97,20,29.37,0.0076
97,21,29.8,0.0085
97,22,30.12,0.008
97,23,30.44,0.0098
97,24,30.63,0.0086
97,25,30.78,0.007
97,26,30.75,0.0086
97,27,30.84,0.0075
97,28,30.76,0.0067
97,29,30.71,0.008
97,30,30.58,0.0079
97,31,30.26,0.0083
97,32,30.13,0.0077
97,33,29.95,0.0065
97,34,29.72,0.0075
97,35,29.52,0.0083
97,36,29.2,0.0089
97,37,28.89,0.0077
97,38,28.66,0.0067
97,39,28.34,0.0083
97,40,28.11,0.0072
97,41,27.86,0.0073
97,42,27.55,0.0074
97,43,27.28,0.0066
97,44,26.98,0.0104
97,45,26.64,0.0082
97,46,26.32,0.0077
97,47,26.01,0.0077
97,48,25.75,0.0085
97,49,25.47,0.0066
98,1,1.79,0.0279
98,2,3.57,0.016
98,3,5.4,0.0
98,4,7.2,0.0
98,5,9.0,0.0
98,6,10.8,0.0
98,7,12.6,0.0004
98,8,14.39,0.0008
98,9,16.17,0.0015
98,10,17.91,0.0035
98,11,19.6,0.0025
98,12,21.18,0.0031
98,13,22.69,0.0063
98,14,24.04,0.0056
98,15,25.27,0.0073
98,16,26.33,0.006
98,17,27.3,0.0055
98,18,28.13,0.0087
98,19,28.8,0.0056
98,20,29.37,0.0093
98,21,29.8,0.007
98,22,30.2,0.0084
98,23,30.39,0.0077
98,24,30.7,0.008
98,25,30.82,0.0079
98,26,30.87,0.0083
98,27,30.76,0.0064
98,28,30.82,0.0056
98,29,30.71,0.0088
98,30,30.47,0.0059
98,31,30.33,0.0078
98,32,30.14,0.0073
98,33,29.98,0.0071
98,34,29.78,0.0085
98,35,29.49,0.0076
98,36,29.23,0.0075
98,37,29.0,0.0075
98,38,28.67,0.008
98,39,28.4,0.0058
98,40,28.16,0.0085
98,41,27.87,0.0066
98,42,27.54,0.0084
98,43,27.28,0.009
98,44,26.92,0.009
98,45,26.61,0.0086
98,46,26.4,0.0076
98,47,26.07,0.0077
98,48,25.77,0.0068
98,49,25.45,0.0072
99,1,1.79,0.0279
99,2,3.56,0.0156
99,3,5.4,0.0
99,4,7.2,0.0
99,5,9.0,0.0
99,6,10.8,0.0
99,7,12.6,0.0
99,8,14.39,0.0011
99,9,16.18,0.0017
99,10,17.89,0.003
99,11,19.59,0.0029
99,12,21.13,0.0059
99,13,22.66,0.006
99,14,24.03,0.0049
99,15,25.31,0.0046
99,16,26.41,0.0051
99,17,27.31,0.0065
99,18,28.12,0.0059
99,19,28.74,0.0069
99,20,29.39,0.0091
99,21,29.9,0.0084
99,22,30.24,0.0071
99,23,30.55,0.0066
99,24,30.75,0.0084
99,25,30.75,0.008
99,26,30.93,0.0077
99,27,30.83,0.007
99,28,30.79,0.0093
99,29,30.68,0.0078
99,30,30.49,0.0072
99,31,30.36,0.0087
99,32,30.2,0.01
99,33,30.06,0.0073
99,34,29.76,0.0091
99,35,29.54,0.0079
99,36,29.2,0.0087
99,37,28.95,0.0095
99,38,28.75,0.0071
99,39,28.44,0.0073
99,40,28.2,0.0064
99,41,27.82,0.007
99,42,27.54,0.0077
99,43,27.26,0.0076
99,44,26.94,0.0087
99,45,26.68,0.0064
99,46,26.36,0.0071
99,47,26.06,0.0064
99,48,25.78,0.0059
99,49,25.54,0.0059
150,1,1.8,0.0
150,2,3.56,0.0186
150,3,5.4,0.0
150,4,7.2,0.0
150,5,9.0,0.0
150,6,10.8,0.0
150,7,12.6,0.0004
150,8,14.4,0.0005
150,9,16.16,0.0033
150,10,17.89,0.0062
150,11,19.6,0.0049
150,12,21.19,0.0052
150,13,22.72,0.0063
150,14,24.15,0.0057
150,15,25.34,0.0065
150,16,26.45,0.0085
150,17,27.46,0.0077
150,18,28.3,0.0092
150,19,29.02,0.0077
150,20,29.5,0.0102
150,21,30.04,0.0078
150,22,30.5,0.0083
150,23,30.74,0.009
150,24,30.97,0.0087
150,25,31.04,0.0086
150,26,31.15,0.0112
150,27,31.12,0.01
150,28,31.09,0.0075
150,29,31.0,0.0107
150,30,30.9,0.0084
150,31,30.69,0.0089
150,32,30.46,0.0086
150,33,30.32,0.0085
150,34,30.07,0.0091
150,35,29.78,0.0079
150,36,29.59,0.0091
150,37,29.27,0.0084
150,38,29.02,0.0088
150,39,28.66,0.0089
150,40,28.41,0.0098
150,41,28.12,0.0097
150,42,27.76,0.0074
150,43,27.55,0.0094
150,44,27.24,0.0075
150,45,26.87,0.0087
150,46,26.52,0.0088
150,47,26.31,0.011
150,48,26.05,0.0088
150,49,25.74,0.0094
200,1,1.8,0.0
200,2,3.59,0.0119
200,3,5.4,0.0
200,4,7.2,0.0
200,5,9.0,0.0
200,6,10.8,0.0
200,7,12.6,0.0
200,8,14.35,0.0052
200,9,16.13,0.0048
200,10,17.9,0.0036
200,11,19.52,0.0065
200,12,21.16,0.0073
200,13,22.64,0.0076
200,14,23.92,0.0114
200,15,25.23,0.0086
200,16,26.34,0.0102
200,17,27.3,0.0093
200,18,28.19,0.009
200,19,28.82,0.0091
200,20,29.41,0.0127
200,21,29.91,0.0111
200,22,30.39,0.0117
200,23,30.47,0.0082
200,24,30.8,0.0077
200,25,30.94,0.0102
200,26,30.99,0.0113
200,27,30.95,0.0105
200,28,30.94,0.0118
200,29,30.8,0.014
200,30,30.69,0.0095
200,31,30.55,0.011
200,32,30.31,0.0135
200,33,30.21,0.0119
200,34,29.96,0.0117
200,35,29.69,0.0129
200,36,29.41,0.0096
200,37,29.1,0.0105
200,38,28.97,0.0113
200,39,28.6,0.009
200,40,28.26,0.0076
200,41,28.03,0.0099
200,42,27.76,0.0085
200,43,27.41,0.0115
200,44,27.11,0.0109
200,45,26.79,0.0136
200,46,26.49,0.0101
200,47,26.3,0.0105
200,48,25.92,0.012
200,49,25.57,0.01
250,1,1.78,0.0337
250,2,3.56,0.0173
250,3,5.4,0.0
250,4,7.2,0.0
250,5,9.0,0.0
250,6,10.8,0.0
250,7,12.6,0.0008
250,8,14.38,0.0032
250,9,16.12,0.0049
250,10,17.82,0.0072
250,11,19.47,0.0068
250,12,21.08,0.0094
250,13,22.54,0.0095
250,14,23.83,0.0098
250,15,25.06,0.0123
250,16,26.22,0.0108
250,17,27.06,0.0116
250,18,27.9,0.0098
250,19,28.62,0.0127
250,20,29.13,0.0146
250,21,29.79,0.0128
250,22,30.14,0.011
250,23,30.36,0.0118
250,24,30.58,0.0125
250,25,30.78,0.0106
250,26,30.76,0.0152
250,27,30.83,0.0139
250,28,30.68,0.008
250,29,30.62,0.0124
250,30,30.34,0.0106
250,31,30.31,0.0126
250,32,30.21,0.0138
250,33,29.92,0.011
250,34,29.71,0.0113
250,35,29.43,0.0125
250,36,29.15,0.0129
250,37,28.92,0.0111
250,38,28.67,0.0083
250,39,28.51,0.0118
250,40,28.3,0.0109
250,41,27.9,0.0101
250,42,27.63,0.0109
250,43,27.37,0.0106
250,44,26.93,0.0104
250,45,26.68,0.0109
250,46,26.43,0.0109
250,47,26.12,0.0087
250,48,25.82,0.0109
250,49,25.58,0.0103
500,1,1.79,0.0279
500,2,3.57,0.0143
500,3,5.4,0.0
500,4,7.2,0.0
500,5,9.0,0.0018
500,6,10.78,0.0032
500,7,12.56,0.0043
500,8,14.3,0.0061
500,9,16.0,0.0093
500,10,17.7,0.0072
500,11,19.22,0.0109
500,12,20.74,0.0098
500,13,22.12,0.0115
500,14,23.38,0.0134
500,15,24.48,0.0131
500,16,25.41,0.0125
500,17,26.26,0.0168
500,18,26.91,0.0165
500,19,27.52,0.0196
500,20,28.09,0.0193
500,21,28.85,0.0164
500,22,29.25,0.0162
500,23,29.36,0.0174
500,24,29.65,0.017
500,25,29.8,0.0176
500,26,29.95,0.0128
500,27,29.8,0.0126
500,28,29.91,0.0164
500,29,29.86,0.019
500,30,29.7,0.0141
500,31,29.45,0.0163
500,32,29.32,0.0164
500,33,29.36,0.0146
500,34,28.9,0.0175
500,35,28.84,0.0195
500,36,28.57,0.0173
500,37,28.39,0.0155
500,38,28.16,0.0154
500,39,27.91,0.0146
500,40,27.69,0.0162
500,41,27.26,0.0179
500,42,27.27,0.0157
500,43,26.78,0.0138
500,44,26.6,0.0164
500,45,26.18,0.0144
500,46,26.01,0.0163
500,47,25.77,0.0121
500,48,25.34,0.0128
500,49,25.23,0.0126
